,equations,Solution
9654,x=55*3-1,164
9655,x=45*0.8,36
9656,x=3*(8+1),27
9657,x=(720*0.8)/(0.8-0.2),960
9658,x=196/8/5,4.9
9659,x=(5.93+5.45)*62,705.56
9660,x=2400/(1+(1/5)),2000
9661,x=2000*1%,20
9662,x=16/80%*12,240
9663,x=30/(1-(2/5)),50
9664,x=350*(5/7)/(5/3),150
9665,x=(1/(1/3))*60/(3/4),240
9666,x=(1/2)/((5/6)*9),((1)/(15))
9667,x=990/(135/15),110
9668,x=42/60%*[50%-(1-60%)],7
9669,x=535/5,107
9670,x=(65+75)*2.5,350
9671,x=(14+42)*(2/7),16
9672,x=80*(1+25%),100
9673,x=5*3*(2-1.5),7.5
9674,x=1615/(96+74),9.5
9675,x=60-25*60/(25+5),10
9676,x=4/(36+4),10%
9677,x=78+(78+689),845
9678,x=5*15,75
9679,x=160*20%,32
9680,x=246/(1+20%),205
9681,x=6/(1-(5/8)),16
9682,x=200*5+200,1200
9683,x=3*8/6,4
9684,x=(5/9)+(1/3),((8)/(9))
9685,x=52*15/10-52,26
9686,x=12/20,((3)/(5))
9687,x=20*3+2,62
9688,x=(4.8*1200)/(4.8-0.8),1440
9689,x=50150*(1+20%)*(1+10%),66198
9690,x=260/(1+30%),200
9691,x=1500*17%,255
9692,x=20-1,19
9693,x=180*3+16+180,736
9694,x=3.14*10^2,314
9695,x=360/1.5,240
9696,x=738/3-118,128
9697,x=3/(5+3),((3)/(8))
9698,x=140/2*5,350
9699,x=(32+18)*0.8,40
9700,x=3*(1/4)/1,((3)/(4))
9701,x=(1/3)+(1/15)+(1/35)+(1/63)+(1/99)+(1/143),((6)/(13))
9702,x=(8/10)+(2/10)+(8/10),((9)/(5))
9703,x=300/5/3,20
9704,x=24.5-(45.5-24.5),3.5
9705,x=96*48+37*48,6384
9706,x=200*(20-5),3000
9707,x=300/((1/2)-(2/5)),3000
9708,x=(243+257)*4,2000
9709,x=30/((1)/(1+7)),240
9710,x=108/(3*3),12
9711,x=10*20%,2
9712,x=(48-12)/9,4
9713,x=550/(60+60*(5/6)),5
9714,x=39+37-25,51
9715,x=(129+263)*0.617,241.864
9716,x=24/(1/6),144
9717,x=8.4/12,0.7
9718,x=(8-5)*5,15
9719,x=40-(23+27-17),7
9720,x=76.5*(1+(2/17)),85.5
9721,x=80*15,1200
9722,x=20/((4)/(5+4)),45
9723,x=[1-(1-(1/5)-(1/5))]/[1-(1/5)-(1/5)],((2)/(3))
9724,x=360/(1-(1/5))-360,90
9725,x=1-20%,80%
9726,x=400*(60%-45%),60
9727,x=1.21-0.49+1.08,1.8
9728,x=43-18,25
9729,x=90-30/1.5,70
9730,x=480*(1-0.65),168
9731,x=42*(4/7),24
9732,x=1/(1/20/25)/10,50
9733,x=(30+25)-45,10
9734,x=(65*3+80*2)/(3+2),71
9735,x=(1200-800)*5%,20
9736,x=48*(2/3)*125%,40
9737,x=30*5-25,125
9738,x=4.5+(16-1)*3.2,52.5
9739,x=24/(30%+(4/5)-1)/80%,300
9740,x=(270-105)/5,33
9741,x=(14+2)*2,32
9742,x=22/(1+(1/10)),20
9743,x=42-13+7,36
9744,x=20/10%,200
9745,x=120/5/8,3
9746,x=25*12/10-25,5
9747,x=7.5*6*4,180
9748,x=268.55+25.48,294.03
9749,x=(85+35)*36,4320
9750,x=30/(3-1)*(5-1),60
9751,x=15/(3/5),25
9752,x=2800*12%,336
9753,x=2.36+(2.36-0.25),4.47
9754,x=(5/8)+(5/8)*(3/4),((35)/(32))
9755,x=60*2+30*3,210
9756,x=4*5,20
9757,x=7200/(1+7%-95%),60000
9758,x=35+35*90,3185
9759,x=(8+1)*(8+1)-8*8,17
9760,x=24*(1-(1/3)-(1/2)),4
9761,x=24*30-15,705
9762,x=180/5/4,9
9763,x=(5000-1500)/(1500/3),7
9764,x=25*8+18*8,344
9765,x=17*2/5,6.8
9766,x=8000+8000*2.43%*2*(1-20%),8311.04
9767,x=2/((3/5)-(2/5)),10
9768,x=198*(5+1),1188
9769,x=150/0.75*(1-0.75),50
9770,x=140*(1-(4/7)),60
9771,x=2000/8*100,25000
9772,x=15*(2/3)*(4/5),8
9773,x=(7/8)-(4/5),((3)/(40))
9774,x=(12/5)/8,((3)/(10))
9775,x=160/8/4,5
9776,x=2/(1-(2/5)),((10)/(3))
9777,x=3600/0.8/0.9,5000
9778,x=600+200,800
9779,x=26*3+10,88
9780,x=450/(3/8)*(1/4),300
9781,x=(112233-112.233)/(224466-224.466),0.5
9782,x=(2/3)*4*(1/2),((4)/(3))
9783,x=3636/36,101
9784,x=3.4-2.5,0.9
9785,x=35/7*5,25
9786,x=20*90/60,30
9787,x=8640/43.2,200
9788,x=35*(4/7)/(5/9),36
9789,x=125/5,25
9790,x=800*(5/8)/(2/5),1250
9791,x=60*20/(25-20)*25,6000
9792,x=40*25/20,50
9793,x=1200*(1-(2/5)-25%),420
9794,x=85*3,255
9795,x=420/(80+80*(3/4)),3
9796,x=40*2/(2-1)+40,120
9797,x=18*6/4,27
9798,x=3*40%/(1/5),6
9799,x=(76+45*13)-274,387
9800,x=4/0.04,100
9801,x=(100/10+15)*4-17,83
9802,x=(360-270)/2,45
9803,x=525/(84.5+65.5),3.5
9804,x=1800/30+1,61
9805,x=240/60,4
9806,x=(804-100*5)/(5-1.2),80
9807,x=36/6+3,9
9808,x=2*1.5,3
9809,x=0.63*40+2.80,28
9810,x=(1/2)/(2/3),((3)/(4))
9811,x=983-94+68,957
9812,x=2/(1-96%)*96%,48
9813,x=25*50-20*40,450
9814,x=160*(1/4)+160*60%,136
9815,x=960*(1-15%),816
9816,x=2000/20%,10000
9817,x=3/(2-1)*(5-1),12
9818,x=700*(4/5)*(5/7),400
9819,x=840/(90+120),4
9820,x=(7/10)*10+(5/10),7((5)/(10))
9821,x=(1+(2/5)-1)/(1+(2/5)),((2)/(7))
9822,x=(12-1.5)/12,((7)/(8))
9823,x=8/(1/6),48
9824,x=48*(200/8)-850,350
9825,x=(400-300)/300,((1)/(3))
9826,x=(1036-1000)/1000/1,3.6%
9827,x=20+17-35,2
9828,x=17/[(1-(1/6))*(3/5)-(1/6)],51
9829,x=420*(1+45%),609
9830,x=1*(2/5)/(1/5),2
9831,x=200/(650+200+150),20%
9832,x=((27/5)+(18/5))/(5+4),1
9833,x=1-(3/8),((5)/(8))
9834,x=2170/(1-(1/8)),2480
9835,x=16*3-5+16,59
9836,x=(3/8)+(1/4),((5)/(8))
9837,x=8/(1-20%),10
9838,x=150*(3/5),90
9839,x=28/(3+1)*3,21
9840,x=500/(1+25%),400
9841,x=(889-645)*15,3660
9842,x=48/(1-(3/7))*(3/7),36
9843,x=5500/(20%+35%),10000
9844,x=300/2.5-65,55
9845,x=480/(480/8-5),8((8)/(11))
9846,x=19-8,11
9847,x=3*30,90
9848,x=10*(3/25)-(2/3),((8)/(15))
9849,x=77.777*222.22+22.222*333.33-3.3333*4444.4,9876.34568
9850,x=50/10+1,6
9851,x=100/4*8,200
9852,x=(30-6)/30,((4)/(5))
9853,x=3.6*42.3*3.75-12.5*0.423*28,423
9854,x=840/(840/7-840/8),56
9855,x=600*(1-80%)/(1-75%),480
9856,x=20000*5%,1000
9857,x=587-239+125,473
9858,x=(56-7)/(1/8),392
9859,x=(54-1.5*10)/13,3
9860,x=3*3*48/(4*4),27
9861,x=(5/8)-(1/5)-(1/5),((9)/(40))
9862,x=120/(1+(1/4)),96
9863,x=15*18+12,282
9864,x=4880/0.8-4880,1220
9865,x=36*((1/4)+(1/9)),13
9866,x=1-(2/7)-(1/5),((18)/(35))
9867,x=10+4*(100-1),406
9868,x=(19-9)/(8-3),2
9869,x=115*21,2415
9870,x=6*12%/5%-6,8.4
9871,x=(25-1)*10,240
9872,x=32*15/(32-8),20
9873,x=832/(26*2),16
9874,x=5-(3/5),4((2)/(5))
9875,x=12/(4*3-4),1.5
9876,x=15*(1-(2/5)),9
9877,x=(3000-1000)/10,200
9878,x=24/6*(3+2)-2,18
9879,x=165/15,11
9880,x=90/(1-40%),150
9881,x=6/3*(5-1),8
9882,x=(1/2)-(1/2)*20%-(1/4),((3)/(20))
9883,x=(42.5+36/4.8)*10.04,502
9884,x=116-18,98
9885,x=3.14*60*2/(12/2),62.8
9886,x=(12+13)*4,100
9887,x=415*(4+1),2075
9888,x=630*(1-(1/5))/(1-(3/10))-630,90
9889,x=2/((7/8)-(3/4))*(3/4),12
9890,x=68.5*1.4*5,479.5
9891,x=80*(25%+30%),44
9892,x=372-39,333
9893,x=36/4,9
9894,x=12/(1/6),72
9895,x=12-12*9%/15%,4.8
9896,x=3+3*2+3*2*1,15
9897,x=(108-8)/4,25
9898,x=75*20/(20-5),100
9899,x=(500/100)/(1/5),25
9900,x=324/3/(1+(4/5))*(4/5),48
9901,x=140/(60%+75%-1),400
9902,x=19961997*19971996-19961996*19971997,10000
9903,x=1-(1/3)-(3/8),((7)/(24))
9904,x=160*(2/5)+160*25%,104
9905,x=420/(1+(1/6)),360
9906,x=2*5*3,30
9907,x=20/(7-2)*(7+2),36
9908,x=16*3*2*7.8,748.8
9909,x=(197-1)/(5-1)+1,50
9910,x=(5/8)-(1/6)+(5/8),((13)/(12))
9911,x=4200/(1+20%),3500
9912,x=70+(70*4)-20,330
9913,x=1/(1/(1/4)+1/(1/5)),((1)/(9))
9914,x=(280-20)/4,65
9915,x=(148-14.5*4)/6,15
9916,x=[(75%+1/(4/27))*4.8-26]/((3/5)*8-2.8),5
9917,x=40/8,5
9918,x=(252-42*4)/7,12
9919,x=70/(15%+20%),200
9920,x=12/(1-75%),48
9921,x=36/(3/4),48
9922,x=48000*2.79%*2*5%,133.92
9923,x=(19/17)*(1717/1919),1
9924,x=17*(4-1),51
9925,x=20-13.8,6.2
9926,x=240*2+130,610
9927,x=136/4*6+136,340
9928,x=5/(1/2),10
9929,x=1700/2%*1.5%,1275
9930,x=1-(1/8)-(3/16),((11)/(16))
9931,x=34*57-300,1638
9932,x=(4-1+4-2)*16,80
9933,x=90*(1-0.8),18
9934,x=(1701/27)+(189-73),179
9935,x=25*4-4,96
9936,x=(1/10)/(1-(1/10)),((1)/(9))
9937,x=150*(1+(1/5)),180
9938,x=30-10+12,32
9939,x=200/(5/9)*(1-(3/4)),90
9940,x=0.35*0.35,0.1225
9941,x=50*(10-1)/25*80,1440
9942,x=(15.5-5)/3,3.5
9943,x=20/(1+(1/4)),16
9944,x=15/(15+5),75%
9945,x=(1/4)/(1/5),((5)/(4))
9946,x=15*1.6/0.4+15,75
9947,x=10-36*10/(36+4),1
9948,x=60/(2/7),210
9949,x=1.5*70/(120-70),2.1
9950,x=2508-463+2508,4553
9951,x=(2800-672)/(672/6),19
9952,x=20*15+115,415
9953,x=30/(1-(3/8)),48
9954,x=(125+45)*16,2720
9955,x=6*8+6,54
9956,x=3.6/[1-(1/4)-(1-(1/4))*(1/3)],7.2
9957,x=64*3-98,94
9958,x=300/(((3)/(3+2))-(1/4)),857((1)/(7))
9959,x=200*(1-(1/5)-(1/5)),120
9960,x=1-(3/5),((2)/(5))
9961,x=124/5%,2480
9962,x=240-35*4,100
9963,x=(25+35)*8,480
9964,x=6.7*15+5.5*15,183
9965,x=8-1,7
9966,x=48*42+300,2316
9967,x=48+48*(1+(1/8)),102
9968,x=5/(45-5),12.5%
9969,x=24*((1/8)+(5/6)),23
9970,x=135/[(1/3)+(1-(1/3))*(2/5)],225
9971,x=(4.20-0.60*2)/6,0.5
9972,x=134+5,139
9973,x=2*2+1,5
9974,x=3.86-0.875-1.125,1.86
9975,x=(38+42)*36,2880
9976,x=(75+15)/(1-(1/3)-(1/4)),216
9977,x=1000+1000*4.14%*1*(1-5%),1039.33
9978,x=((2/3)/(1/12))*80/(1-(1/9)),720
9979,x=988/5.2-93,97
9980,x=12-(12-9.5)/(1/4),2
9981,x=1-(1/7)-(2/5)-(2/5),((2)/(35))
9982,x=(1-20%)*(1-5%),76%
9983,x=180/4.5-80/4,20
9984,x=150*(1-(3/5)),60
9985,x=24*19+7,463
9986,x=120/(30-20)/1.5%,800
9987,x=(50-26)/2,12
9988,x=480/60-480/80,2
9989,x=(38+23+38)*2,198
9990,x=1000*(1+30%),1300
9991,x=780/(12*5),13
9992,x=(198+6-192)/15%,80
9993,x=10-10*(3/10)-1,6
9994,x=80千米/小时,80
9995,x=180/[95%-(1-95%)],200
9996,x=15*10*20,3000
9997,x=(25/12)-(1/4),((11)/(6))
9998,x=(5+7)/(1-(1/3)-40%),45
9999,x=24/6,4
10000,x=25*28+15,715
10001,x=4.5/(1-55%),10
10002,x=(1.2*4+1.25*6)/(4+6),1.23
10003,x=100/(1/2),200
10004,x=168/(1-20%),210
10005,x=1620/15,108
10006,x=(450+270)/40,18
10007,x=(8/5)-(2/5),((6)/(5))
10008,x=1200*(3/2),1800
10009,x=128.5-(187.6-97.8),38.7
10010,x=30*20*25/6,2500
10011,x=66*52/33,104
10012,x=80*(1/8)/(1/10),100
10013,x=(3*6)/(15-6),2
10014,x=168/(4/5),210
10015,x=180*(1+(1/6)),210
10016,x=60/(4/5),75
10017,x=80*7/8,70
10018,x=6.2*2-0.2+6.2,18.4
10019,x=48*5/3,80
10020,x=(600-500)/500,20%
10021,x=32*2-7,57
10022,x=(5000-4708)/4,73
10023,x=(117+3)/(4/5),150
10024,x=150*(1-(4/5)),30
10025,x=8000*(1-40%),4800
10026,x=56*(5/7)/(1/4),160
10027,x=395*4-636,944
10028,x=(25/39)*(13/100),((1)/(12))
10029,x=420*(5/6)*(6/7),300
10030,x=54/9,6
10031,x=80*90%,72
10032,x=85000*6%,5100
10033,x=160*35,5600
10034,x=5*8*12,480
10035,x=((16/5)+(2/5))/25%,((72)/(5))
10036,x=100*[1-(100-30)/80],12.5
10037,x=40/(1-20%),50
10038,x=(292+284)/80,7.2
10039,x=1-(2/5)-(1/3),((4)/(15))
10040,x=130+30,160
10041,x=(1-(3/4))/(3/4),((1)/(3))
10042,x=1/((8/15)/8),15
10043,x=1.17-0.05+0.19,1.31
10044,x=(5*1.6)/(10/5),4
10045,x=(3200+240)/800,4.3
10046,x=150*2+150,450
10047,x=8*24*1.25,240
10048,x=6000*(1+(1/10)),6600
10049,x=15-(1+(1/5))/(1+1)*15,6
10050,x=82*10,820
10051,x=324/6/(1+(4/5))*(4/5),24
10052,x=500+500*2.25%*1,511.25
10053,x=(1-(4/5))/((4/5)/16),4
10054,x=(126+44)*48,8160
10055,x=(124+146)/30,9
10056,x=(3/5)+(5/6)+(5/8),2((7)/(120))
10057,x=(68+32)*245,24500
10058,x=(120+185)*2,610
10059,x=3.7*8+2010/67,59.6
10060,x=3.14*10,31.4
10061,x=(50-29)/3,7
10062,x=(216-12*8)/20,6
10063,x=4200/(1-(1/7)),4900
10064,x=16*35+10,570
10065,x=200/(8-3),40
10066,x=250*2.4+78,678
10067,x=7.6+5.7,13.3
10068,x=20/(4+6),2
10069,x=(16-14)/16,12.5%
10070,x=210*4,840
10071,x=215/1075,20%
10072,x=400*3/75,16
10073,x=1/0.1,10
10074,x=(3+2)*2,10
10075,x=50*(38+22),3000
10076,x=(25200-24000)/24000,5%
10077,x=(50+10)/(50*6),((1)/(5))
10078,x=2000*1%,20
10079,x=315/7/6,7.5
10080,x=40*(1+(1/5)),48
10081,x=(38*32+624)/40,46
10082,x=90/(250-90),56.25%
10083,x=1000/4000,25%
10084,x=5/(((9)/(9+11))-((2)/(2+3))),100
10085,x=1-((2/5)+(2/7)),((11)/(35))
10086,x=2*3.14*5/2,15.7
10087,x=(8/7)/(5/4)*(5/7),((32)/(49))
10088,x=4*47-112,76
10089,x=227.5/0.65,350
10090,x=12/(3/5)/(5/8),32
10091,x=30/(1-(1/5))/(1-(1/2)),75
10092,x=320/0.8,400
10093,x=(540-15*12)/45,8
10094,x=(480+70)/(1-20%-25%),1000
10095,x=180*(1-25%)*(1+(2/3)),225
10096,x=(0.75*12)*18,162
10097,x=72*25,1800
10098,x=(840-52*6)/8,66
10099,x=32/8,4
10100,x=160*24,3840
10101,x=(50-3)*6,282
10102,x=250/(1+(4/7)/3),210
10103,x=428-180+428,676
10104,x=1/((2/9)/5)-5,17.5
10105,x=(5/9)*(3/4),((5)/(12))
10106,x=95-58+35,72
10107,x=1.1*6*9,59.4
10108,x=12/6,2
10109,x=(20+1)*10,210
10110,x=600/(60+75),((40)/(9))
10111,x=57.8/1000/2,2.89%
10112,x=27*(7/9)/(3/4),28
10113,x=(15-3)/15,80%
10114,x=(230+20)/(14-4),25
10115,x=5.4-144/(3*10),0.6
10116,x=74+18,92
10117,x=45*2+8,98
10118,x=96/2*9,432
10119,x=1500*(1-(1/5))/30,40
10120,x=11.5-9.85,1.65
10121,x=7350/(1+40%),5250
10122,x=1/(1-(9/16)-(5/12))*(9/16)+1,28
10123,x=(4/5)/4/1,((1)/(5))
10124,x=7/9,((7)/(9))
10125,x=(335-85)/2.5-58,42
10126,x=24*5*2,240
10127,x=15*1.6*45.5,1092
10128,x=4*6/8,3
10129,x=120*60%/(4/5),90
10130,x=1000+1000*1.98%*1,1019.8
10131,x=50.4/5,10.08
10132,x=3.9,3.900
10133,x=(7.4-0.35*12)/8,0.4
10134,x=(5/12)/5,((1)/(12))
10135,x=45*12/10,54
10136,x=5.66*3.5,19.81
10137,x=1/((1/4)/3/(2/3)),8
10138,x=192/4,48
10139,x=60*(1+20%),72
10140,x=180*(40%+25%),117
10141,x=241.2*((1)/(1+200)),1.2
10142,x=300/450,((2)/(3))
10143,x=(140+760)*4,3600
10144,x=400*(25%+30%),220
10145,x=[340*10+(340-30)*20]/(10+20),320
10146,x=(500-312)/8,23.5
10147,x=(3/8)/(1/3),((9)/(8))
10148,x=630/(5*3+6),30
10149,x=40*4/32,5
10150,x=210/(9+5),15
10151,x=(480-50*3)/5,66
10152,x=(2500-250)/2500,((9)/(10))
10153,x=(3/5)/30,((1)/(50))
10154,x=(1350-210)/5-126,102
10155,x=(110-80)/80,37.5%
10156,x=(40+8)/(3-2),48
10157,x=150/(1-(1/16)),160
10158,x=240/(1-20%)-240,60
10159,x=(82*1+90*(2/3))/(1+(2/3)),85.2
10160,x=35-6+35,64
10161,x=2100/(50-20),70
10162,x=123+456+789+987+654+321,3330
10163,x=56/0.7,80
10164,x=20/(230+20),8%
10165,x=48/12+1,5
10166,x=69*(1/13)*(2/3),((46)/(13))
10167,x=60/4,15
10168,x=18*(1-10%)*(1-15%),13.77
10169,x=127*(1+25%),158.75
10170,x=(7/3)/3/(1/6),((14)/(3))
10171,x=60/(3-2)*(2+3)/(3/5),500
10172,x=216/4,54
10173,x=12*8*3,288
10174,x=0.6*20/(0.6+0.15),16
10175,x=(312/3)/(260/5),2
10176,x=120+30*7,330
10177,x=408/8,51
10178,x=(0.9-(3/5))+1.25/1,1.55
10179,x=100*(1-10%),90
10180,x=24*2-12,36
10181,x=20*8/2,80
10182,x=12*6-5,67
10183,x=(2/3)*(5/7),((10)/(21))
10184,x=30*(2/3)+3,23
10185,x=15/(1-40%-40%),75
10186,x=7*8+7,63
10187,x=5000*3.6%*5*(1-20%),720
10188,x=918/54,17
10189,x=44.2-0.9,43.3
10190,x=(8/17)/4,((2)/(17))
10191,x=180*((4)/(5+4)),80
10192,x=6.79-0.15*45,0.04
10193,x=48/(1-(1/5)),60
10194,x=3300+320+380,4000
10195,x=(5/4)*(1-(1/5)),1
10196,x=50*(1-(1/5))*(1+(5/8)),65
10197,x=96/3/4,8
10198,x=250*4,1000
10199,x=900/15-25,35
10200,x=6*4*0.5,12
10201,x=120-(4/5),119((1)/(5))
10202,x=180/(1-(2/5)+1),112.5
10203,x=10-10*(2/5)-10*(1/2),1
10204,x=4*3,12
10205,x=(25+50)*800,60000
10206,x=45*((1/5)+(1/3)),24
10207,x=1/(1/2),2
10208,x=180*(1/6),30
10209,x=170*26,4420
10210,x=40-1,39
10211,x=1000-1000*(2/5),600
10212,x=18.5*15+9.5,287
10213,x=5*9+2,47
10214,x=70*3-90*2,30
10215,x=(5*(3/10)+(1/4))/8,((7)/(32))
10216,x=(4+2)*2,12
10217,x=128+134-17,245
10218,x=400*40%*80%,128
10219,x=546*8,4368
10220,x=(8+10)-(3+10),5
10221,x=15*(1+7%-0.95),1.8
10222,x=6-(3/4)-(5/6),4((5)/(12))
10223,x=5000/(5000-1000),125%
10224,x=64/16+1,5
10225,x=60*5+350,650
10226,x=600-120*3,240
10227,x=2100/(1+5%),2000
10228,x=5000/625,8
10229,x=(2/9)+((2/9)+(1/9)),((5)/(9))
10230,x=418/5.5-36,40
10231,x=93+93*3,372
10232,x=27*4-27,81
10233,x=(60+12)/(1/4),288
10234,x=135+26-12,149
10235,x=62+25-48-36,3
10236,x=(360/5)*(5+3),576
10237,x=500-500*5%,475
10238,x=[(27-18)/(18-27/2)+1]*18,54
10239,x=40*60+35*48,4080
10240,x=18/2-2,7
10241,x=(260-20)/8,30
10242,x=100/(1-(1/6)),120
10243,x=(300+340)/(1-(1/4)-(1/4)),1280
10244,x=450/50-320/80,5
10245,x=(36-1)/7,5
10246,x=2400/12/20,10
10247,x=(193-178)*(12+18),450
10248,x=(1500-150)/30,45
10249,x=1-50%-50%*(3/5),((1)/(5))
10250,x=47+(47*3+12),200
10251,x=3000-(80+70)*12,1200
10252,x=7500-2680-3320,1500
10253,x=4.2*(1-(2/7))-1.3,1.7
10254,x=1-((1/5)+(1/4)),((11)/(20))
10255,x=180/(1-(1/2))/(1-(2/5))/(1-(1/4)),800
10256,x=13+13,26
10257,x=40*80%,32
10258,x=55*2+20,130
10259,x=(16*(5/12)-2)/7,((2)/(3))
10260,x=(2/3)/(4/5)*(5/7),((25)/(42))
10261,x=800*(1-30%),560
10262,x=425/0.85,500
10263,x=3.14*(3+1)^2-3.14*3^2,21.98
10264,x=800*1.5,1200
10265,x=7*29+3,206
10266,x=(5/8)+(5/8)*(1-(1/5)),1((1)/(8))
10267,x=45*(3/5),27
10268,x=45*32/36,40
10269,x=(780-8*45)/6,70
10270,x=85*6+20,530
10271,x=(135+147)/6,47
10272,x=7*3*3,63
10273,x=20000*4.40%*2,1760
10274,x=45/(1+20%),37.5
10275,x=(98-18)/5,16
10276,x=76.25/3.05-1.4*6.5,15.9
10277,x=30*(15-3)/3*15,1800
10278,x=180*30/(180+20),27
10279,x=170/(330+170),34%
10280,x=155*6+4,934
10281,x=24/(((1)/(1+4))-(1/9)),270
10282,x=((7/8)-(1/2))/((1/2)/4),3
10283,x=(36/25)*(1-(1/6)),((6)/(5))
10284,x=135*(2/5)+1,55
10285,x=33/(55/7),4.2
10286,x=90.5*4.5,407.25
10287,x=1234-(136+235),863
10288,x=(230-60*1.5)/70,2
10289,x=305*12,3660
10290,x=81*((8)/(1+8)),72
10291,x=13*2+40,66
10292,x=120*(2/3)*(3/5),48
10293,x=14*30+80,500
10294,x=10.92/5.46-1.2*50%,1.4
10295,x=(80+60)*5,700
10296,x=(90-45)*5,225
10297,x=20000*3.2%*5*(1-20%),2560
10298,x=40.5/(1-10%)-40.5,4.5
10299,x=640/(2*4),80
10300,x=3.14*2^2,12.56
10301,x=15/0.6,25
10302,x=15*8+11*8,208
10303,x=56*((4)/(4+3)),32
10304,x=(24-3)/(1-(2/5)),35
10305,x=(1-(1/4))*(1-(1/3)),((1)/(2))
10306,x=280/(1-(1/3)-(1/3)*(3/5)),600
10307,x=(20-2)/(2/3),27
10308,x=96*(1/3)-15,17
10309,x=1/[(1-28/48)/(63-28)],84
10310,x=60/240,25%
10311,x=28/(1-30%)*30%,12
10312,x=23*42,966
10313,x=(70+4+4+2)/2,40
10314,x=6/(1+20%),5
10315,x=86+37+86,209
10316,x=0.2*60/(0.4*3*5),2
10317,x=25/0.02,1250
10318,x=9+4,13
10319,x=22/(1+10%),20
10320,x=7200/(30*12),20
10321,x=17.4*12/8-17.4,8.7
10322,x=4/(1-98%),200
10323,x=5600-5600/(1+(1/7)),700
10324,x=150*12/(240-150),20
10325,x=30/(1+(1/5)),25
10326,x=48+10+48,106
10327,x=120*25/200,15
10328,x=4/5,((4)/(5))
10329,x=3.14*20+20*4,142.8
10330,x=(20+25)*10/(22.5-20)*(22.5+25),8550
10331,x=24/(1-96%),600
10332,x=250/(1-(4/9)),450
10333,x=(500-477)/500,4.6%
10334,x=3690/[1-35%-20%-(1-35%-20%)*75%],32800
10335,x=70/(30%+30%*(2/3)),140
10336,x=35*12+25*12,720
10337,x=13*8+5,109
10338,x=160*(1-30%),112
10339,x=205*4+205,1025
10340,x=(7/8)/(1/8),7
10341,x=4500*(1-15%),3825
10342,x=24*25+19,619
10343,x=85*(28+1),2465
10344,x=(2/6)+(1/6)+(2/6),((5)/(6))
10345,x=500*(1-(2/5)),300
10346,x=(5/8)*(1-(2/5)),((3)/(8))
10347,x=30*23+22,712
10348,x=84/(1-0.8),420
10349,x=25*4*3,300
10350,x=25-1000/50,5
10351,x=4000*(1-(5/8)),1500
10352,x=(60-10)+(60-10)+10,110
10353,x=1.5*2.6/100,0.039
10354,x=156/(1-25%)*(9/16),117
10355,x=1872/16/9*27*14,4914
10356,x=3.6*31.4+81.4*6.4,634
10357,x=80-5*7,45
10358,x=6480/(1-(1/5)),8100
10359,x=(1000-202)/57,14
10360,x=400/(16-12),100
10361,x=8/(1.25-1),32
10362,x=9621*10+769,96979
10363,x=24-24*500/600,4
10364,x=(125-1)*25.55,3168.2
10365,x=160*(1+(1/5))-160,32
10366,x=(699-69)/(69+71),4.5
10367,x=480/(480/6-480/8),24
10368,x=6*51+5*47,541
10369,x=46*2+4,96
10370,x=4-1,3
10371,x=336/(1+(1/3)),252
10372,x=125/(1+(1/4)),100
10373,x=3/(1-(4/5)),15
10374,x=2.4/(5-3)*5,6
10375,x=300*(1-(4/5)),60
10376,x=650-16*18,362
10377,x=2400/(56%+64%-1),12000
10378,x=3*(16-1),45
10379,x=6.8+0.9+6.8,14.5
10380,x=135*25+210,3585
10381,x=(6884.625-5500)/(1-5%)/(5500*5),5.3%
10382,x=(2750-2500)/2500,10%
10383,x=(1/152)+(1/304)+(1/608)+(1/1216)+(1/2432),((31)/(2432))
10384,x=24*(1-(5/12)),14
10385,x=135*44+520,6460
10386,x=24.6/6,4.1
10387,x=500*3%,15
10388,x=(30-7.2)/9.5,2.4
10389,x=18000+18000*3.4%*5,21060
10390,x=28*15,420
10391,x=50-50*96%,2
10392,x=33/(1+10%),30
10393,x=6*4+2,26
10394,x=5+7-1,11
10395,x=(36+24)*12,720
10396,x=48/4,12
10397,x=(55-50)/((5/6)-(4/5)),150
10398,x=125*8/5,200
10399,x=65*10+12,662
10400,x=16/(80-16),25%
10401,x=96*2+25,217
10402,x=1040/(455/7),16
10403,x=300/6*15,750
10404,x=480/[(1+20%)*0.8],500
10405,x=6/((1/4)-(1/7))*(1/7),8
10406,x=1-(1/4)-(1/5),((11)/(20))
10407,x=(48+60)*(25-4),2268
10408,x=450/[(1-20%)*0.9],625
10409,x=60*(3/4),45
10410,x=19.98*37-199.8*1.9+1.998*820,1998
10411,x=68.4/7.2,9.5
10412,x=150/(1-(1/6)),180
10413,x=12/(2/3),18
10414,x=2000+2000*6.15%*3,2369
10415,x=35*(1+20%),42
10416,x=24*4+10,106
10417,x=400/(2/5)-400,600
10418,x=70.4*8.5,598.4
10419,x=125*12+280,1780
10420,x=(18+22)*30,1200
10421,x=720/48,15
10422,x=3000*(1-5%),2850
10423,x=28*25,700
10424,x=1/(8*3),((1)/(24))
10425,x=(104-19)/5,17
10426,x=0.625,((5)/(8))
10427,x=5-80*5/100,1
10428,x=5*(1/3)/1,((5)/(3))
10429,x=6*(1/2),3
10430,x=12/(3-1)*(6-1),30
10431,x=[400-(400-300)*15/10]/(1-0.8),1250
10432,x=(300-180)*0.55,66
10433,x=18*3+13,67
10434,x=(180-6*15)/7.5,12
